application_id,family_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,years_in_forest_area,caste_certificate,id_proofs,residence_proofs,dependence_proofs,gram_sabha_resolution,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,document_completeness,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,application_date,application_status,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000282,FAM-CFA87725,Anita Kumari,60,Female,Andhra Pradesh,Bastar,Village_7,Gond,ST,True,10,True,Aadhaar|Ration Card,Ration Card,,True,6,3,0.63,Community Forest Resource,False,Medical Certificate Alternative,0.775,0.998,0.371,2025-08-12,Approved,2025-09-18,Approved with Conditions,20.943908,84.995899,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000283,FAM-4184D1C8,Mahesh Singh,30,Male,Chhattisgarh,Kandhamal,Village_24,Gond,OTFD,False,108,False,PAN|Ration Card,Gram Sabha Cert,Land Record|School Cert,True,4,0,2.54,Agricultural,False,Partial,0.767,0.538,0.307,2025-02-11,Pending - Gram Sabha,2025-02-26,Approved with Conditions,19.988466,86.07893,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000284,FAM-E6C11D3E,Anita Kumari,26,Female,Odisha,Bastar,Village_91,Munda,ST,True,30,True,PAN|Ration Card,Gram Sabha Cert,,True,2,2,0.52,Agricultural,False,Medical Certificate Alternative,0.73,0.866,0.294,2025-03-07,Pending - Gram Sabha,2025-04-18,Approved with Conditions,23.385176,83.6694,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000285,FAM-E932D460,Sunita Devi,50,Female,Jharkhand,Rayagada,Village_31,Munda,ST,True,6,True,Aadhaar|Ration Card,Ration Card,,True,2,2,1.86,Grazing,False,Partial,0.648,0.745,0.173,2025-03-12,Under Review,2025-04-17,Rejected,18.59897,79.790751,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000286,FAM-B5A816E8,Rita Gupta,63,Female,Madhya Pradesh,Koraput,Village_97,Munda,ST,True,24,True,Voter ID|Ration Card,Gram Sabha Cert,,True,6,0,1.99,Agricultural,False,Medical Certificate Alternative,0.871,0.824,0.285,2025-09-21,Under Review,2025-10-26,Approved with Conditions,20.745753,75.029381,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000287,FAM-E1487057,Anita Kumari,33,Female,Andhra Pradesh,Kandhamal,Village_32,Ho,OTFD,False,103,False,PAN|Ration Card,Ration Card,Land Record|Old Ration Card,True,2,4,3.71,Water Bodies,False,Medical Certificate Alternative,0.765,0.732,0.288,2025-06-09,Under Review,2025-07-12,Approved,17.911484,82.600518,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000288,FAM-D72394A4,Ramesh Yadav,27,Male,Odisha,Bastar,Village_91,Santhal,ST,True,21,True,Ration Card|PAN,Electricity Bill,,True,2,0,2.68,Community Forest Resource,False,Partial,0.684,0.539,0.393,2025-02-14,Under Review,2025-03-18,Approved with Conditions,17.933426,76.23256,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000289,FAM-43E389C5,Rita Gupta,56,Female,Jharkhand,Dantewada,Village_79,Santhal,ST,True,45,True,Ration Card|Voter ID,Ration Card,,True,5,4,0.94,Agricultural,False,Complete,0.878,0.594,0.011,2025-03-21,Under Review,2025-04-12,Approved,17.688748,84.006375,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000290,FAM-F81054A8,Sunita Devi,32,Female,Chhattisgarh,Rayagada,Village_95,Munda,ST,True,32,True,Ration Card|Aadhaar,Electricity Bill,,True,5,4,2.55,Habitation,False,Medical Certificate Alternative,0.62,0.504,0.252,2025-07-14,Pending - Gram Sabha,2025-08-25,Rejected,22.848628,86.987343,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000291,FAM-BEAB75D4,Seeta Sharma,57,Female,Maharashtra,Dantewada,Village_87,Munda,ST,True,15,True,Aadhaar|PAN,Ration Card,,True,5,0,1.98,Community Forest Resource,False,Community Testimony,0.957,0.709,0.189,2025-06-15,Under Review,2025-07-22,Approved,19.304086,76.498617,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000292,FAM-84E66422,Rakesh Sharma,39,Male,Maharashtra,Kandhamal,Village_78,Munda,ST,True,9,True,PAN|Ration Card,Gram Sabha Cert,,True,7,0,1.87,Grazing,False,Community Testimony,0.918,0.9,0.338,2025-04-10,Pending - Gram Sabha,2025-05-17,Rejected,20.863118,76.252784,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000293,FAM-A3074112,Sunita Devi,51,Female,Madhya Pradesh,Kandhamal,Village_31,Gond,ST,True,36,True,Aadhaar|Ration Card,Electricity Bill,,True,6,1,3.58,Community Forest Resource,False,Partial,0.931,0.947,0.013,2025-06-14,Approved,2025-07-02,Approved,21.495852,80.322749,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000294,FAM-52EA26B8,Sunita Devi,60,Female,Jharkhand,Rayagada,Village_89,Ho,OTFD,False,114,False,Aadhaar|PAN,Ration Card,Voter List|Gram Sabha Cert,True,4,1,3.87,Agricultural,False,Complete,0.929,0.521,0.042,2025-02-28,Pending - Gram Sabha,2025-03-21,Rejected,19.336984,79.739733,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000295,FAM-577E21A3,Suresh Prasad,66,Male,Jharkhand,Kandhamal,Village_18,Kondh,ST,True,13,True,Ration Card|Voter ID,Ration Card,,True,8,4,1.36,Grazing,False,Partial,0.634,0.686,0.302,2025-04-05,Under Review,2025-05-14,Approved with Conditions,23.297726,75.793926,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000296,FAM-AA672144,Seeta Sharma,58,Female,Andhra Pradesh,Kandhamal,Village_4,Munda,ST,True,10,True,Aadhaar|PAN,Gram Sabha Cert,,True,7,4,3.8,Agricultural,False,Medical Certificate Alternative,0.993,0.582,0.025,2025-03-19,Approved,2025-04-04,Approved with Conditions,20.354442,85.515177,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000297,FAM-09E60718,Geeta Singh,47,Female,Odisha,Kandhamal,Village_68,Ho,OTFD,False,85,False,Ration Card|Voter ID,Gram Sabha Cert,School Cert|Land Record,True,6,2,2.69,Water Bodies,False,Community Testimony,0.955,0.891,0.162,2025-05-03,Approved,2025-05-19,Approved with Conditions,22.800789,83.620679,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000298,FAM-12FCFB5F,Anita Kumari,30,Female,Maharashtra,Dantewada,Village_40,Ho,ST,True,22,True,Voter ID|Aadhaar,Ration Card,,True,8,2,3.62,Water Bodies,False,Partial,0.933,0.652,0.169,2025-02-24,Pending - Gram Sabha,2025-03-12,Approved with Conditions,22.015916,78.608153,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000299,FAM-7B0F057A,Ramesh Yadav,44,Male,Maharashtra,Koraput,Village_59,Santhal,ST,True,16,True,Voter ID|Ration Card,Electricity Bill,,True,4,3,1.5,Water Bodies,False,Medical Certificate Alternative,0.808,0.624,0.131,2025-04-27,Pending - Gram Sabha,2025-06-05,Approved,18.172426,79.533998,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000300,FAM-9CE5F8D6,Raman Kumar,52,Male,Chhattisgarh,Bastar,Village_28,Munda,ST,True,5,True,PAN|Ration Card,Gram Sabha Cert,,True,8,1,1.91,Water Bodies,False,Medical Certificate Alternative,0.949,0.792,0.255,2025-08-24,Under Review,2025-09-21,Approved,21.046287,80.301937,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000301,FAM-D8B09675,Suresh Prasad,54,Male,Madhya Pradesh,Koraput,Village_96,Gond,ST,True,36,True,PAN|Aadhaar,Gram Sabha Cert,,True,2,1,3.48,Agricultural,False,Community Testimony,0.616,0.577,0.149,2025-05-10,Under Review,2025-06-09,Approved,23.27034,79.482841,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000302,FAM-B0F9DE95,Geeta Singh,38,Female,Chhattisgarh,Bastar,Village_1,Kondh,OTFD,False,111,False,PAN|Aadhaar,Ration Card,Voter List|Gram Sabha Cert,True,6,3,2.51,Water Bodies,False,Community Testimony,0.913,0.738,0.288,2025-03-25,Pending - Gram Sabha,2025-04-13,Approved with Conditions,22.337766,75.936774,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000303,FAM-FFDE9E72,Rakesh Sharma,67,Male,Maharashtra,Bastar,Village_50,Gond,OTFD,False,101,False,PAN|Ration Card,Ration Card,Gram Sabha Cert|Voter List,True,2,1,3.08,Agricultural,False,Complete,0.829,0.898,0.283,2025-02-21,Pending - Gram Sabha,2025-03-25,Rejected,21.334675,83.848997,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000304,FAM-833E2F95,Ramesh Yadav,57,Male,Odisha,Koraput,Village_85,Ho,OTFD,False,87,False,Aadhaar|Voter ID,Ration Card,School Cert|Land Record,True,2,4,2.05,Water Bodies,False,Medical Certificate Alternative,0.836,0.746,0.374,2025-07-06,Under Review,2025-08-03,Approved with Conditions,20.056088,75.183326,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000305,FAM-9267C277,Mahesh Singh,34,Male,Chhattisgarh,Kandhamal,Village_99,Kondh,OTFD,False,85,False,PAN|Voter ID,Gram Sabha Cert,School Cert|Old Ration Card,True,8,0,2.65,Community Forest Resource,False,Complete,0.719,0.549,0.057,2025-05-13,Under Review,2025-06-27,Approved,18.620476,83.777739,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000306,FAM-887B3D28,Rita Gupta,57,Female,Madhya Pradesh,Koraput,Village_35,Kondh,ST,True,21,True,Ration Card|PAN,Electricity Bill,,True,6,1,0.73,Agricultural,False,Partial,0.965,0.509,0.222,2025-02-08,Pending - Gram Sabha,2025-03-19,Approved with Conditions,21.545965,79.797769,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000307,FAM-038ADC18,Suresh Prasad,48,Male,Maharashtra,Rayagada,Village_32,Ho,OTFD,False,103,False,Ration Card|Aadhaar,Ration Card,Voter List|Land Record,True,3,4,1.51,Habitation,True,Medical Certificate Alternative,0.709,0.625,0.272,2025-06-27,Rejected - Multiple Claims,2025-08-01,Rejected,19.25049,76.098412,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000308,FAM-B6DE1465,Mahesh Singh,30,Male,Madhya Pradesh,Koraput,Village_18,Ho,ST,True,18,True,Ration Card|Aadhaar,Gram Sabha Cert,,True,4,1,2.27,Community Forest Resource,False,Community Testimony,0.854,0.99,0.283,2025-04-22,Under Review,2025-05-17,Approved with Conditions,24.671941,78.269944,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000309,FAM-25807CF7,Raman Kumar,63,Male,Madhya Pradesh,Koraput,Village_2,Gond,OTFD,False,102,False,Ration Card|Voter ID,Gram Sabha Cert,Old Ration Card|Gram Sabha Cert,True,8,0,2.39,Grazing,False,Community Testimony,0.989,0.688,0.241,2025-03-27,Under Review,2025-05-05,Approved,20.70154,86.171222,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000310,FAM-BA3B398B,Raman Kumar,42,Male,Andhra Pradesh,Kandhamal,Village_25,Kondh,ST,True,40,True,PAN|Ration Card,Ration Card,,True,7,3,1.32,Grazing,False,Complete,0.712,0.952,0.283,2025-01-07,Approved,2025-02-17,Approved,23.95933,81.398329,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000311,FAM-DB28A218,Rakesh Sharma,68,Male,Andhra Pradesh,Dantewada,Village_73,Gond,ST,True,5,True,Voter ID|PAN,Ration Card,,True,7,4,0.95,Water Bodies,False,Community Testimony,0.677,0.839,0.397,2025-09-20,Pending - Gram Sabha,2025-10-13,Approved with Conditions,17.01564,79.552488,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000312,FAM-6676C150,Mahesh Singh,52,Male,Madhya Pradesh,Kandhamal,Village_16,Ho,OTFD,False,105,False,Ration Card|Voter ID,Gram Sabha Cert,Old Ration Card|School Cert,True,7,3,0.66,Grazing,False,Community Testimony,0.602,0.597,0.033,2025-01-24,Pending - Gram Sabha,2025-02-15,Approved,24.335962,76.559399,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000313,FAM-ADB82CD1,Raman Kumar,26,Male,Madhya Pradesh,Bastar,Village_4,Ho,ST,True,41,True,PAN|Voter ID,Ration Card,,True,7,3,0.88,Habitation,False,Complete,0.929,0.76,0.095,2025-08-25,Approved,2025-09-12,Rejected,17.998611,86.668833,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000314,FAM-93901A13,Geeta Singh,69,Female,Odisha,Rayagada,Village_8,Munda,OTFD,False,79,False,PAN|Ration Card,Gram Sabha Cert,Voter List|Old Ration Card,True,8,4,0.86,Agricultural,False,Community Testimony,0.94,0.701,0.247,2025-04-28,Under Review,2025-06-01,Approved,20.62729,80.034718,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000315,FAM-CA44A2C8,Mahesh Singh,66,Male,Andhra Pradesh,Koraput,Village_59,Ho,ST,True,22,True,Voter ID|Aadhaar,Ration Card,,True,6,3,0.54,Agricultural,False,Partial,0.962,0.563,0.204,2025-07-16,Under Review,2025-08-23,Approved,18.94522,84.361333,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000316,FAM-DFD9D2A9,Rita Gupta,52,Female,Maharashtra,Kandhamal,Village_40,Ho,ST,True,35,True,Voter ID|Aadhaar,Electricity Bill,,True,6,0,1.58,Community Forest Resource,False,Complete,0.807,0.829,0.058,2025-09-27,Approved,2025-11-07,Approved with Conditions,19.750529,86.69464,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000317,FAM-33EFA16D,Raman Kumar,46,Male,Chhattisgarh,Bastar,Village_89,Munda,OTFD,False,114,False,PAN|Ration Card,Gram Sabha Cert,Medical Record|Land Record,True,5,4,1.55,Community Forest Resource,False,Medical Certificate Alternative,0.95,0.955,0.198,2025-04-23,Approved,2025-05-15,Approved,18.912152,83.54962,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000318,FAM-BF24711E,Seeta Sharma,38,Female,Madhya Pradesh,Rayagada,Village_1,Santhal,OTFD,False,76,False,Aadhaar|Voter ID,Ration Card,Land Record|Old Ration Card,True,3,2,1.0,Grazing,False,Community Testimony,0.618,0.515,0.079,2025-04-09,Approved,2025-05-17,Rejected,18.967714,76.547838,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000319,FAM-5115BFA4,Sunita Devi,26,Female,Andhra Pradesh,Rayagada,Village_49,Kondh,ST,True,22,True,Voter ID|Ration Card,Electricity Bill,,True,5,2,1.34,Community Forest Resource,False,Medical Certificate Alternative,0.951,0.533,0.058,2025-04-07,Approved,2025-05-09,Approved with Conditions,21.796393,86.70076,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000320,FAM-4FC64967,Rakesh Sharma,62,Male,Chhattisgarh,Dantewada,Village_38,Gond,ST,True,21,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,5,4,3.28,Habitation,False,Medical Certificate Alternative,0.684,0.541,0.188,2025-02-06,Pending - Gram Sabha,2025-03-09,Approved with Conditions,20.988702,80.035475,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000321,FAM-A4AD3103,Rita Gupta,69,Female,Madhya Pradesh,Bastar,Village_61,Santhal,ST,True,38,True,Ration Card|PAN,Gram Sabha Cert,,True,8,2,2.77,Habitation,False,Partial,0.781,0.617,0.087,2025-07-19,Under Review,2025-08-08,Approved with Conditions,21.404416,75.746294,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000322,FAM-EDBAA689,Rita Gupta,47,Female,Chhattisgarh,Dantewada,Village_6,Munda,ST,True,33,True,PAN|Voter ID,Electricity Bill,,True,4,0,2.14,Grazing,False,Medical Certificate Alternative,0.727,0.691,0.072,2025-05-21,Approved,2025-06-07,Approved with Conditions,23.740827,80.666283,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000323,FAM-A15CD277,Anita Kumari,31,Female,Odisha,Koraput,Village_47,Kondh,OTFD,False,110,False,Voter ID|Ration Card,Ration Card,Gram Sabha Cert|Medical Record,True,4,2,1.38,Community Forest Resource,False,Partial,0.999,0.876,0.296,2025-01-25,Under Review,2025-02-18,Approved with Conditions,24.56652,84.684197,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000324,FAM-DA88CDE9,Ramesh Yadav,66,Male,Maharashtra,Rayagada,Village_51,Gond,OTFD,False,90,False,Voter ID|Ration Card,Ration Card,Land Record|Gram Sabha Cert,True,5,4,3.25,Grazing,False,Medical Certificate Alternative,0.736,0.543,0.338,2025-07-07,Under Review,2025-08-05,Approved,19.997601,81.50761,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000325,FAM-EF98EFB2,Ramesh Yadav,67,Male,Jharkhand,Kandhamal,Village_29,Munda,ST,True,28,True,Ration Card|PAN,Gram Sabha Cert,,True,8,4,1.55,Water Bodies,True,Complete,0.969,0.577,0.381,2025-06-19,Rejected - Multiple Claims,2025-07-24,Rejected,21.59103,79.081517,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000326,FAM-5AB4D1A5,Sunita Devi,59,Female,Madhya Pradesh,Rayagada,Village_61,Kondh,ST,True,22,True,Ration Card|PAN,Electricity Bill,,True,5,2,0.83,Agricultural,False,Partial,0.613,0.845,0.195,2025-04-03,Approved,2025-05-17,Approved,18.864315,82.574409,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000327,FAM-44F07FA9,Mahesh Singh,58,Male,Odisha,Rayagada,Village_42,Munda,ST,True,26,True,Voter ID|Aadhaar,Ration Card,,True,7,3,2.38,Grazing,False,Medical Certificate Alternative,0.982,0.933,0.052,2025-05-14,Approved,2025-06-24,Approved,21.829676,86.209005,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000328,FAM-8CB1B89D,Geeta Singh,37,Female,Odisha,Rayagada,Village_58,Kondh,ST,True,26,True,Voter ID|PAN,Electricity Bill,,True,7,2,3.69,Grazing,False,Complete,0.895,0.644,0.352,2025-06-23,Under Review,2025-08-03,Approved with Conditions,21.90422,84.529802,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000329,FAM-E27E8F23,Suresh Prasad,64,Male,Andhra Pradesh,Bastar,Village_59,Munda,ST,True,43,True,Voter ID|PAN,Gram Sabha Cert,,True,8,4,0.83,Agricultural,False,Partial,0.71,0.814,0.117,2025-04-16,Approved,2025-05-14,Approved,24.962531,74.994937,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000330,FAM-E2699856,Seeta Sharma,53,Female,Chhattisgarh,Kandhamal,Village_27,Ho,ST,True,3,True,Ration Card|Aadhaar,Ration Card,,True,7,3,2.74,Grazing,False,Medical Certificate Alternative,0.942,0.698,0.004,2025-03-11,Approved,2025-04-16,Approved with Conditions,20.690856,75.073132,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000331,FAM-54FB23FB,Anita Kumari,55,Female,Jharkhand,Rayagada,Village_22,Kondh,OTFD,False,114,False,Aadhaar|Ration Card,Electricity Bill,Old Ration Card|Land Record,True,7,4,3.1,Habitation,True,Complete,0.871,0.577,0.143,2025-04-23,Rejected - Multiple Claims,2025-05-09,Approved,20.536465,74.620828,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000332,FAM-6F0B2325,Ramesh Yadav,69,Male,Jharkhand,Bastar,Village_7,Ho,OTFD,False,76,False,Aadhaar|Voter ID,Ration Card,School Cert|Medical Record,True,2,1,3.68,Habitation,True,Medical Certificate Alternative,0.611,0.507,0.328,2025-02-08,Rejected - Multiple Claims,2025-03-25,Rejected,18.336378,79.40384,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000333,FAM-812580C7,Geeta Singh,60,Female,Andhra Pradesh,Rayagada,Village_80,Gond,ST,True,35,True,Ration Card|Voter ID,Ration Card,,True,7,2,1.31,Agricultural,False,Partial,0.606,0.827,0.005,2025-08-08,Approved,2025-08-25,Rejected,21.991275,74.571206,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000334,FAM-ABE7EF73,Geeta Singh,63,Female,Madhya Pradesh,Koraput,Village_92,Ho,OTFD,False,112,False,Voter ID|Ration Card,Ration Card,Land Record|Medical Record,True,2,4,3.93,Grazing,False,Partial,0.733,0.818,0.354,2025-08-03,Under Review,2025-08-28,Rejected,20.591293,80.64334,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000335,FAM-A0D42B93,Suresh Prasad,26,Male,Maharashtra,Koraput,Village_40,Gond,OTFD,False,103,False,Voter ID|PAN,Ration Card,Old Ration Card|School Cert,True,4,1,1.81,Community Forest Resource,False,Medical Certificate Alternative,0.682,0.519,0.369,2025-08-24,Pending - Gram Sabha,2025-10-06,Approved with Conditions,19.540309,84.230621,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000336,FAM-0C06AB9E,Geeta Singh,26,Female,Chhattisgarh,Kandhamal,Village_44,Gond,ST,True,14,True,Aadhaar|PAN,Ration Card,,True,3,0,3.31,Habitation,False,Medical Certificate Alternative,0.809,0.592,0.252,2025-08-03,Approved,2025-09-17,Rejected,24.936101,86.197569,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000337,FAM-743264B6,Rakesh Sharma,60,Male,Chhattisgarh,Rayagada,Village_65,Kondh,ST,True,28,True,Ration Card|Voter ID,Ration Card,,True,5,0,3.03,Habitation,False,Partial,0.721,0.788,0.387,2025-05-28,Approved,2025-07-07,Approved with Conditions,20.185956,76.180958,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000338,FAM-592AB5E8,Anita Kumari,55,Female,Odisha,Bastar,Village_55,Kondh,ST,True,49,True,PAN|Ration Card,Gram Sabha Cert,,True,7,3,1.03,Habitation,False,Medical Certificate Alternative,0.722,0.642,0.225,2025-02-11,Under Review,2025-03-02,Approved,18.237796,76.465136,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000339,FAM-8332D0F2,Seeta Sharma,50,Female,Madhya Pradesh,Bastar,Village_96,Santhal,ST,True,25,True,Ration Card|Voter ID,Gram Sabha Cert,,True,4,2,3.96,Agricultural,False,Complete,0.997,0.562,0.373,2025-04-25,Approved,2025-05-23,Rejected,22.673028,82.254737,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000340,FAM-4D394DD2,Ramesh Yadav,52,Male,Andhra Pradesh,Rayagada,Village_32,Munda,ST,True,3,True,PAN|Ration Card,Gram Sabha Cert,,True,8,0,2.87,Habitation,False,Medical Certificate Alternative,0.978,0.574,0.099,2025-03-01,Pending - Gram Sabha,2025-03-19,Rejected,22.692876,78.996521,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000341,FAM-DD7AD4A1,Rakesh Sharma,37,Male,Madhya Pradesh,Rayagada,Village_55,Santhal,OTFD,False,120,False,PAN|Ration Card,Gram Sabha Cert,Gram Sabha Cert|Voter List,True,7,3,2.55,Grazing,False,Complete,0.644,0.786,0.319,2025-05-24,Approved,2025-06-14,Rejected,19.464803,86.831331,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000342,FAM-72EAAFBD,Raman Kumar,29,Male,Andhra Pradesh,Bastar,Village_68,Munda,OTFD,False,117,False,PAN|Ration Card,Electricity Bill,School Cert|Gram Sabha Cert,True,7,1,1.81,Habitation,False,Partial,0.801,0.555,0.227,2025-03-07,Approved,2025-03-23,Approved,19.074815,85.729553,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000343,FAM-462C2D46,Suresh Prasad,30,Male,Jharkhand,Koraput,Village_49,Kondh,ST,True,18,True,Aadhaar|Voter ID,Ration Card,,True,6,0,2.55,Grazing,False,Complete,0.604,0.633,0.382,2025-01-04,Pending - Gram Sabha,2025-01-25,Approved with Conditions,21.823879,86.829659,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000344,FAM-CED4B493,Seeta Sharma,46,Female,Maharashtra,Bastar,Village_44,Santhal,OTFD,False,119,False,PAN|Voter ID,Ration Card,Medical Record|Voter List,True,2,4,1.82,Agricultural,False,Community Testimony,0.923,0.502,0.348,2025-03-01,Under Review,2025-04-04,Approved with Conditions,24.608496,83.768717,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000345,FAM-F508DCA0,Rita Gupta,68,Female,Andhra Pradesh,Bastar,Village_66,Munda,ST,True,43,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,5,3,3.85,Community Forest Resource,True,Community Testimony,0.949,0.985,0.294,2025-08-08,Rejected - Multiple Claims,2025-09-11,Rejected,21.900739,75.0578,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000346,FAM-3E9CA426,Sunita Devi,49,Female,Jharkhand,Dantewada,Village_25,Gond,ST,True,34,True,Aadhaar|Ration Card,Electricity Bill,,True,3,1,3.29,Community Forest Resource,False,Medical Certificate Alternative,0.667,0.723,0.046,2025-09-08,Pending - Gram Sabha,2025-09-30,Rejected,22.599272,75.371106,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000347,FAM-2A07128D,Suresh Prasad,45,Male,Madhya Pradesh,Kandhamal,Village_29,Santhal,OTFD,False,118,False,Ration Card|PAN,Ration Card,Gram Sabha Cert|School Cert,True,5,3,3.73,Grazing,True,Community Testimony,0.949,0.966,0.307,2025-02-21,Rejected - Multiple Claims,2025-03-18,Rejected,22.136818,81.304699,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000348,FAM-8B567FF8,Suresh Prasad,41,Male,Odisha,Kandhamal,Village_12,Kondh,OTFD,False,81,False,PAN|Ration Card,Gram Sabha Cert,School Cert|Old Ration Card,True,5,2,2.5,Habitation,False,Medical Certificate Alternative,0.831,0.501,0.025,2025-04-28,Pending - Gram Sabha,2025-05-25,Approved with Conditions,23.380145,86.141027,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000349,FAM-3456E1CC,Raman Kumar,50,Male,Odisha,Dantewada,Village_59,Santhal,ST,True,10,True,PAN|Aadhaar,Electricity Bill,,True,7,0,2.88,Habitation,False,Partial,0.899,0.925,0.331,2025-06-10,Approved,2025-07-11,Approved with Conditions,24.974789,83.184789,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000350,FAM-8105A747,Ramesh Yadav,43,Male,Andhra Pradesh,Bastar,Village_8,Santhal,ST,True,10,True,Voter ID|PAN,Ration Card,,True,5,2,2.95,Agricultural,False,Partial,0.943,0.864,0.12,2025-03-01,Pending - Gram Sabha,2025-04-02,Approved with Conditions,22.423189,86.874086,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000351,FAM-75267367,Sunita Devi,58,Female,Andhra Pradesh,Kandhamal,Village_37,Gond,OTFD,False,120,False,Ration Card|Aadhaar,Ration Card,Medical Record|Land Record,True,3,1,3.53,Agricultural,False,Community Testimony,0.783,0.582,0.055,2025-08-10,Pending - Gram Sabha,2025-09-22,Approved,23.434868,76.543516,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000352,FAM-DAEBAF0E,Rita Gupta,31,Female,Andhra Pradesh,Rayagada,Village_49,Munda,OTFD,False,119,False,Voter ID|Aadhaar,Ration Card,Medical Record|Voter List,True,3,3,1.13,Agricultural,False,Community Testimony,0.837,0.985,0.251,2025-04-02,Under Review,2025-04-20,Approved with Conditions,19.421517,81.750021,2025-09-06 06:35:24,2025-09-06 06:35:24
